TKT-Ticket ID,TKT-Created Time,TKT-Title,TKT-Category,TKT-Severity,TKT-Status,TKT-Assigned To User,TKT-Account Name,TKT-Resolution/Change Type,TKT-Root Cause Category,TKT-Solution,TKT-Actual Resolution Date,TKT-Team
3961800,2025-08-14 14:13:36,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Servers ACS1|ZEN-MGMT01,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-15 13:09:39,Cloud - Security
3961124,2025-08-14 11:40:33,"RE: Ticket # 1171666 / MedicalIndemnityProtect / CRITICAL and MEDIUM Vulnerabilities in Zoom Clients for Windows (CVE-2025-49457, CVE-2025-49456)",Support Tickets,Incident,Closed,Lance Letran,Medical Indemnity Protection Society,Patching,Security,Patch has already been applied. Marking this as a duplicate and closing the ticket.,2025-08-18 11:09:06,Cloud - Security
3960664,2025-08-14 09:58:31,"Re: Ticket # 1171666 / MedicalIndemnityProtect / CRITICAL and MEDIUM Vulnerabilities in Zoom Clients for Windows (CVE-2025-49457, CVE-2025-49456)",Support Tickets,Incident,Closed,Lance Letran,Medical Indemnity Protection Society,Patching,Security,"This ticket is already managed on: 3960382
Closing this duplicate ticket.",2025-08-14 12:04:28,Cloud - Mario
3960515,2025-08-14 09:38:16,NW Inaccurate Reporting,Support Tickets,Incident,Closed,Lance Letran,Pacific Optics Pty Ltd,Airlock,Security,"Issue confirmed as a duplicate of the July duplicate course incident. Current report is displaying historical records from that earlier issue, which can be disregarded. No further action required.",2025-08-18 11:11:10,Cloud - Security
3960382,2025-08-14 09:04:53,"CRITICAL and MEDIUM Vulnerabilities in Zoom Clients for Windows (CVE-2025-49457, CVE-2025-49456)",Support Tickets,Alert,Closed,Lance Letran,Medical Indemnity Protection Society,Patching,Security,"Confirmed that Patch ID 350540 (Zoom Workplace 6.5.9.11873) has been approved and deployed through our patch management system. This version contains the fixes for CVE-2025-49457 and CVE-2025-49456. All online machines have been updated, with remaining devices to receive the patch once they are back online.

Closing this ticket as resolved.",2025-08-18 11:07:30,Cloud - Security
3959308,2025-08-13 18:25:54,[OrroCyber #316803] [Microsoft Sentinel][Medium] 2664: Changes to Application Ownership (Orro),Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Configuration,Security,This is a legitimate activity performed by one of the techs. No further action required.,2025-08-14 09:46:18,Cloud - Security
3959254,2025-08-13 17:54:16,[OrroCyber #316790] [Microsoft Sentinel][Medium] 2662: TI Map Domain Entity to DeviceNetworkEvents: cheatkeys.com (Orro),Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"The domain is now blocked in Umbrella and the user has been notified. No further suspicious activity has been observed.
",2025-08-15 11:37:36,Cloud - Security
3958849,2025-08-13 15:43:10,Failure Notification for Automate Patch Deployment task-KD Corp - Auto Patch Deployment Policy - Workstations KD-SYD-08|KD-SYD-48,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-15 13:08:59,Cloud - Security
3957985,2025-08-13 12:49:46,[OrroCyber #316709] [Microsoft Sentinel][Medium] 2659: New country signIn with correct password (Orro),Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Confirmed with Bhishana that the user is not in Singapore. Bhishana reset the user's password and invalidated all active sessions to mitigate the risk of unauthorized access. No further suspicious activity observed post-action.,2025-08-14 16:25:50,Cloud - Security
3957851,2025-08-13 12:25:16,Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations WHEWS-Jr81ukgPL|WHEWS-URwm10R8Q|WHEWS-XXmpoWVSK|WHEWS-bZC3BkEzi,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will apply in the next patching window.,2025-08-18 09:58:31,Cloud - Security
3957359,2025-08-13 10:05:08,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations ISALBI-MEL314|ISALBI-MEL337|ISWS335|Isalbi-Mel-009,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-14 12:17:06,Cloud - Security
3957335,2025-08-13 09:54:41,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Workstations 02255-nb|03172-nb|04658-nb|05123-nb|05641-nb|AHCTECHSQL4-A,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Patch most machines.
2 machines will be patch once online.
Closing the ticket.",2025-08-14 12:15:28,Cloud - Security
3957155,2025-08-13 08:57:08,Failure Notification for Automate Patch Deployment task-Country to Coast QLD PHN-Workstation Deployment Policy SCHN-WIN11-Va2R,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-15 13:07:24,Cloud - Security
3956968,2025-08-13 06:54:04,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:06:01,Cloud - Security
3956942,2025-08-13 05:59:58,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:05:57,Cloud - Security
3956924,2025-08-13 05:26:23,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:05:53,Cloud - Security
3956909,2025-08-13 04:50:28,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:05:38,Cloud - Security
3956906,2025-08-13 04:45:07,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,This is already managed by Orro internal IT.,2025-08-13 12:56:16,Cloud - Security
3956905,2025-08-13 04:45:06,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,This is alrady managed by Orro internal IT.,2025-08-13 12:56:10,Cloud - Security
3956890,2025-08-13 04:32:25,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:04:36,Cloud - Security
3956886,2025-08-13 04:22:17,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:05:31,Cloud - Security
3956884,2025-08-13 04:16:25,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"CVE-2025-50165

Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.




CVE-2025-53766

Approved KB5063948 and KB5063888  for deployment – it addresses CVE-2025-53766 (Windows GDI+ Remote Code Execution). Scheduled for inclusion in the next automated patch rollout.





CVE-2025-50171

Approved KB5063878 for deployment – it addresses CVE-2025-50171 along with other vulnerabilities from the August 2025 security update. Scheduled for inclusion in the next automated patch rollout.",2025-08-13 13:05:22,Cloud - Security
3956879,2025-08-13 04:08:54,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"Approved KB5063888 for deployment – it addresses CVE-2025-50165 (Windows Graphics Component RCE). Scheduled for inclusion in the next automated patch rollout.
",2025-08-13 12:53:32,Cloud - Security
3956054,2025-08-12 16:40:33,Spam,Support Tickets,Incident,Closed,Lance Letran,Brisbane North Primary Health Network - BNPHN,Phishing & Spam,Security,Confirmed reported email as phishing. Blocked the sender to prevent further delivery. Advised user to delete similar messages without clicking links or opening attachments.,2025-08-13 13:09:00,Cloud - Security
3955232,2025-08-12 13:26:19,Failure Notification for Automate Patch Deployment task-AI Topper - Auto Deployment Policy - Workstations WHS ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will applied after reboot. ,2025-08-15 13:03:29,Cloud - Security
3955091,2025-08-12 12:40:12,[OrroCyber #316462] [Microsoft Sentinel][Medium] 2651: Rare subscription-level operations in Azure (Orro),Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Reviewed the Azure Sentinel alert for &ldquo;Rare subscription-level operations&rdquo; on resource whe-app-raulands-nsg. Confirmed that the caller 11c9d132-ea21-4687-a483-67ee85e4868c is the built-in Microsoft service principal Windows Azure Security Resource Provider. Activity originated from a Microsoft-owned Azure IP range and is consistent with legitimate platform operations. No indicators of compromise observed. Marking as expected behavior.,2025-08-13 09:51:43,Cloud - Security
3955045,2025-08-12 12:23:49,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations PGV-LT-010-HP|PGV-LT-041-HP,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Patched successfully - Resolved
 ",2025-08-14 12:12:15,Cloud - Security
3955040,2025-08-12 12:22:44,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Servers PO-APP01 ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-15 13:01:38,Cloud - Security
3955028,2025-08-12 12:21:51,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations NQPHN-HPEM001|NQPHN-HPZ029|NQPHN-HPZ053|NQPHN-HPZ076|NQPHN-HPZ126|NQPHN-HPZ136,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Patched successfully - Resolved
 ",2025-08-14 12:02:14,Cloud - Security
3955026,2025-08-12 12:21:19,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations 8CC8471ZS8|Laptop-PF4768RT|Laptop-PF4XQH73|Laptop-PF4XQH8R|Laptop-PF4XQHA8|Laptop-PF5B8WKC|Laptop-PF5BDKYL|Laptop-PF5BHZQ2|Laptop-PF5BJNHA|Laptop-Pf5B4F67|Laptop-T220301J,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3964371,2025-08-15 13:01:03,Cloud - Security
3954979,2025-08-12 12:02:53,Failure Notification for Automate Patch Deployment task-Fyna Foods - Auto Patch Deployment Policy - Workstations FYNA060 ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-15 13:00:13,Cloud - Security
3954762,2025-08-12 11:10:52,Failure Notification for Automate Patch Deployment task-SSG - Auto Deployment Policy - Workstations SSG-5CD324D23P | SSG-5CG3271C01 | SSG-8CC3232XBS,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-14 11:58:04,Cloud - Security
3954736,2025-08-12 11:02:45,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations ATEWXD189|ATEWXD190|ATEWXD352|ATEWXD359|ATEWXD387|ATEWXD402|ATEWXD433|ATEWXD450|ATEWXD462|ATEWXD468|ATEWXL347|ATEWXL415|ATEWXL425|ATEWXL474|DESKTOP-OL2RMQ5|KDB-248LTT3|KDB-2HLN374|KDB-32VKLN3|KDB-4LYJVV3|KDB-4Z2B244|KDB-57YR6L3|KDB-7GPVHF3|KDB-8FPVHF3|KDB-BF6LPT3|KDB-C5DHBW3|KDB-DHYX033|KDB-FFSBCK3|KDB-G2KS8G3|KDB-GCPVHF3|KDB-GDPVHF3|KDB-GDYYKN3|KDB-HQ38KR3|KDB-J41WTQ3|KDB-JAL7820|KDB-JMXTFR3,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3964062 ,2025-08-15 12:59:32,Cloud - Security
3952805,2025-08-11 15:37:11,RE: Regular laptop software patches or updates without user's awareness,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Administration,Internal,"Confirmed recent Docker Desktop update (Patch ID 350477) was deployed via Endpoint Central on Aug 11, 2025, causing the reported interruption. Patch has been set to Not Approved to prevent future automatic deployments. Created a custom group to decline Docker patches moving forward. Docker Desktop updates will now be handled manually. Closing ticket.",2025-08-12 10:50:26,Cloud - Security
3952534,2025-08-11 14:17:40,Failure Notification for Automate Patch Deployment task-Millennium - Auto Deployment Policy - Workstations DESKTOP-83U1SCQ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Patch still in progress.
It will be applied to the machines when online.",2025-08-13 11:20:42,Cloud - Security
3952038,2025-08-11 11:46:29,Implement DMARC and DKIM Security Enhancements for Email Domain,Support Tickets,Incident,Closed,Lance Letran,Pacific Optics,Configuration,Security,"The reported issue regarding email security configuration has been addressed. DMARC and DKIM records were updated successfully, and propagation has been confirmed via Route 53. No further issues were observed. Ticket closed as resolved.",2025-08-19 17:25:22,Cloud - Security
3950674,2025-08-10 15:43:28,Failure Notification for Automate Patch Deployment task-KD Corp - Auto Patch Deployment Policy - Workstations KD-SYD-30|KD-SYD-36|KD-SYD-45,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 16:47:21,Cloud - Security
3950612,2025-08-10 12:25:05,Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations WHEWS-BrkLNaQdb|WHEWS-CSOx8jNEk|WHEWS-JoKDdyAc2|WHEWS-KMnek5km6|WHEWS-Okh7f6wZe|WHEWS-URwm10R8Q|WHEWS-bZC3BkEzi|WHEWS-hT6dTu9MA|WHEWS-jYmHe3JJe|WHEWS-zpmK8Ebpf,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 16:33:03,Cloud - Security
3950544,2025-08-10 10:04:21,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations ISALBI-MEL309|ISALBI-MEL337|ISALBI-MEL360|ISWS335|Isalbi-Mel-009|Isalbi-Mel3001,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3957359,2025-08-13 11:20:01,Cloud - Security
3950542,2025-08-10 10:03:19,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Servers ALBIDC1,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 15:43:21,Cloud - Security
3950537,2025-08-10 09:54:24,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Workstations 02255-nb|04658-nb|AHCTECHSQL4-A|MININT-99PHIH6,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-13 11:19:14,Cloud - Security
3950508,2025-08-10 08:57:13,Failure Notification for Automate Patch Deployment task-Country to Coast QLD PHN-Workstation Deployment Policy SCHN-WIN11-Q5rx|SCHN-WIN11-q6bW,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 15:36:35,Cloud - Security
3949962,2025-08-09 15:50:26,Failure Notification for Automate Patch Deployment task-BNPHN - Auto Patch Deployment Policy - Workstations P4H-5CG22100GM|P4H-5CG2363370|P4H-5CG3284NLF|P4H-PF2YBBYV,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 15:36:12,Cloud - Security
3949944,2025-08-09 15:24:26,Failure Notification for Automate Patch Deployment task-SGS - Auto Deployment Policy - Servers SGSRDS01 ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-12 15:29:42,Cloud - Security
3949849,2025-08-09 12:23:51,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations PGV-LT-010-HP|PGV-LT-041-HP|PGV-LT-045,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Patch still in progress.
It will be applied to the machines when online.",2025-08-13 11:18:37,Cloud - Security
3949847,2025-08-09 12:23:49,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Workstations PO-DT-101|PO-WKS-105,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-13 11:17:35,Cloud - Security
3949845,2025-08-09 12:21:32,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations NQPHN-HPZ042|NQPHN-HPZ099|NQPHN-HPZ126|NQPHN-HPZ136,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-13 11:15:05,Cloud - Security
3949843,2025-08-09 12:21:02,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations 8CC8471ZS8|LAPTOP-PC1X8ZN0|Laptop-PF4768RT|Laptop-PF4XQH73|Laptop-PF4XQH8R|Laptop-PF4XQHA8|Laptop-PF5B8WKC|Laptop-PF5B9169|Laptop-PF5BDKYL|Laptop-PF5BJNHA|Laptop-PF5BK0VD,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on ticket: 3955026,2025-08-13 11:14:11,Cloud - Security
3949841,2025-08-09 12:18:02,Failure Notification for Automate Patch Deployment task-FPB - Auto Patch Deployment Policy - Workstations FPB-CSHEP,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-13 11:13:30,Cloud - Security
3949810,2025-08-09 11:10:58,Failure Notification for Automate Patch Deployment task-SSG - Auto Deployment Policy - Workstations SSG-5CD324D23P|SSG-5CD324D23Q|SSG-5CG3271C01|SSG-8CC3232XBS,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on ticket: 3954762,2025-08-13 11:12:50,Cloud - Security
3949804,2025-08-09 11:02:34,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations ATEWXD189|ATEWXD190|ATEWXD245|ATEWXD352|ATEWXD359|ATEWXD387|ATEWXD402|ATEWXD433|ATEWXD450|ATEWXD462|ATEWXL2RFBFB4|ATEWXL347|ATEWXL415|ATEWXL425|ATEWXL474|DESKTOP-OL2RMQ5|KDB-248LTT3|KDB-32VKLN3|KDB-4LYJVV3|KDB-4Z2B244|KDB-57YR6L3|KDB-7GPVHF3|KDB-8FPVHF3|KDB-BF6LPT3|KDB-C5DHBW3|KDB-DHYX033|KDB-FFSBCK3|KDB-G2KS8G3|KDB-GCPVHF3|KDB-GDPVHF3|KDB-GDYYKN3|KDB-HQ38KR3|KDB-J41WTQ3|KDB-JAL7820|KDB-JMXTFR3|Spt_Services_3,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3954736,2025-08-13 11:12:08,Cloud - Security
3948344,2025-08-08 14:16:28,Failure Notification for Automate Patch Deployment task-Millennium - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,"Managed on: 3952534
",2025-08-11 15:32:49,Cloud - Security
3948326,2025-08-08 14:13:08,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Servers ACS1|AHCTECHSQL4-A|ZEN-MGMT01,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,will self resolve,2025-08-12 11:38:32,Cloud - Security
3948325,2025-08-08 14:13:07,Millennium Query - Dell Firmware patching for all the windows client,Support Tickets,Service Request,Closed,Lance Letran,Millennium Services Group Ltd,Uncategorised,Misc Help/Assistance,"Machines already patched last week with Mandeep.
No further action required.
Ticket closed.",,Cloud - Kirby
3945629,2025-08-07 15:43:28,Failure Notification for Automate Patch Deployment task-KD Corp - Auto Patch Deployment Policy - Workstations KD-SYD-45,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-11 09:20:41,Cloud - Security
3945268,2025-08-07 14:12:10,Email not received - Alert not working for Approval Emails?,Support Tickets,Incident,Closed,Lance Letran,"Country to Coast -  Primary Health Network, QLD PHN - CCQPHN",Configuration,Security,Followed up twice with jthomas regarding adding system@app.citationhr.com to the exception list for the 'Salary changes' mail flow rule. No response received. Closing ticket as no further action can be taken without confirmation.,2025-08-13 09:18:40,Cloud - Security
3944913,2025-08-07 12:25:08,Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations WHEWS-BrkLNaQdb|WHEWS-CSOx8jNEk|WHEWS-KMnek5km6|WHEWS-Okh7f6wZe|WHEWS-URwm10R8Q|WHEWS-bZC3BkEzi|WHEWS-hT6dTu9MA|WHEWS-jYmHe3JJe|WHEWS-zpmK8Ebpf,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3950612,2025-08-11 09:20:05,Cloud - Security
3944181,2025-08-07 10:04:50,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations ISALBI-MEL309|ISWS335|Isalbi-Mel3001,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3950544,2025-08-11 09:19:19,Cloud - Security
3944021,2025-08-07 09:23:55,[OrroCyber #315098] SentinelOne - Azure User Added to an Administrative Role,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Configuration,Security,Closing the ticket - privileged role assignment is legitimate.,2025-08-07 09:51:46,Cloud - Security
3943930,2025-08-07 08:58:25,Failure Notification for Automate Patch Deployment task-Country to Coast QLD PHN-Workstation Deployment Policy,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,40009 Defender - Will self-resolve,2025-08-07 10:48:59,Cloud - Security
3942525,2025-08-06 15:50:48,Failure Notification for Automate Patch Deployment task-BNPHN - Auto Patch Deployment Policy - Workstations P4H-5CG22100GF|P4H-5CG22100GM|P4H-5CG2363370|P4H-5CG3284NLF|P4H-PF2YBBYV,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3949962,2025-08-11 09:14:42,Cloud - Security
3942520,2025-08-06 15:50:03,Failure Notification for Automate Patch Deployment task-BNPHN - Auto Patch Deployment Policy - Servers,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,PHN-ATTACHE - 400009 Defender - Will self-resolve,2025-08-06 16:24:26,Cloud - Security
3942428,2025-08-06 15:27:01,"Phishing:86a18369-0700-45d7-8bc7-08ddd4a99be1|google1stpage@outlook.com|(1st Page on Google,,,) 8/6/2025 5:26:09 AM",Support Tickets,Alert,Incident Resolved,Lance Letran,Wyvern Private Hospital,Phishing & Spam,Security,"google1stpage@outlook.com blocked via Defender.
No further action required.",2025-08-06 17:07:24,Cloud - Security
3942408,2025-08-06 15:23:00,Failure Notification for Automate Patch Deployment task-SGS - Auto Deployment Policy - Workstations IT2115|IT2116|IT2194|IT2303|IT2320|IT2489,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on: 3949944,2025-08-11 09:12:03,Cloud - Security
3941964,2025-08-06 13:26:29,Failure Notification for Automate Patch Deployment task-AI Topper - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,AITGUNWS23 - 400009 Defender - Will self-resolve,2025-08-06 16:27:44,Cloud - Security
3941730,2025-08-06 12:24:09,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy -  Workstations PO-LT-100,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-07 10:46:33,Cloud - Security
3941719,2025-08-06 12:23:25,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Servers PO-APP01,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patched successfully - Resolved,2025-08-11 09:10:08,Cloud - Security
3941716,2025-08-06 12:22:07,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations NQPHN-HPEM001|NQPHN-HPZ050|NQPHN-HPZ076|NQPHN-HPZ099|NQPHN-HPZ131|NQPHN-HPZ136|NQPHN-SPRO-13|NQPHN-SPRO-14,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,- Patched successfully - Resolved,2025-08-11 09:09:51,Cloud - Security
